customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7190-LHZ,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.32,4346.13,Yes
6240-MKG,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.67,383.78,Yes
7493-NNN,Male,1,No,No,59,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),64.2,3782.97,No
3878-OQU,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.19,2292.69,No
5143-PTB,Female,0,No,Yes,11,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.95,639.62,No
4644-QWI,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.62,429.49,Yes
5432-RZP,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,71.82,4578.95,Yes
2276-SCW,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),28.09,72.41,No
6811-TFD,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),97.7,6737.07,No
1302-UIK,Female,0,Yes,No,23,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.19,1715.21,No
1638-VLR,Male,1,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.01,4815.95,No
1055-WOY,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,60.31,2229.01,No
9717-XRF,Male,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),56.59,515.34,No
9150-YUM,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),28.12,436.04,No
3125-ZXT,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,70.9,205.74,No
1364-AAA,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.96,4917.23,No
7809-BDH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,65.29,1124.01,No
5621-CGO,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.67,2416.98,Yes
6126-DJV,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.92,2142.62,Yes
6122-EMC,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),93.7,6751.19,No
2646-FPJ,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,32.71,704.72,No
1918-GSQ,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.77,906.82,Yes
3797-HVX,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,26.32,1020.18,No
7506-IYE,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.06,6340.94,No
6870-JBL,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.62,1990.02,Yes
2531-KES,Male,1,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,31.57,462.13,Yes
9172-LHZ,Female,1,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.89,1459.1,Yes
4345-MKG,Male,0,No,No,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.96,794.82,Yes
8673-NNN,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.9,647.04,Yes
7949-OQU,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),21.34,824.41,No
7882-PTB,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72.25,2470.23,No
2906-QWI,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,111.03,4548.77,Yes
4086-RZP,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.19,759.27,Yes
9152-SCW,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.9,1973.99,Yes
6750-TFD,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.96,529.55,Yes
9905-UIK,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.36,5026.77,No
2062-VLR,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.46,6085.56,No
2976-WOY,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.07,75.97,Yes
2296-XRF,Male,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),27.4,349.22,No
7229-YUM,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.83,307.9,Yes
8641-ZXT,Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,79.73,3351.83,No
1125-AAA,Female,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.49,1207.11,Yes
5632-BDH,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,94.75,355.83,No
7288-CGO,Male,1,No,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),95.71,6611.79,No
4596-DJV,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,84.93,1613.5,No
7168-EMC,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,39.94,88.37,Yes
8561-FPJ,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.88,699.31,Yes
9258-GSQ,Male,1,No,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,96.25,565.23,Yes
1232-HVX,Male,0,No,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.07,914.67,Yes
7371-IYE,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.18,1359.92,No
5206-JBL,Male,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.07,805.68,No
8943-KES,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.66,3120.96,No
7891-LHZ,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,40.9,2311.19,No
7738-MKG,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,69.08,803.73,Yes
3472-NNN,Male,1,No,Yes,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.16,178.06,Yes
3739-OQU,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,19.23,139.51,No
6401-PTB,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),96.66,1058.38,Yes
2761-QWI,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),100.65,5354.27,Yes
1876-RZP,Male,1,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,115.28,1128.59,Yes
4812-SCW,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,36.4,313.58,No
2460-TFD,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,78.0,2804.2,No
2733-UIK,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.13,838.59,Yes
2605-VLR,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,51.9,2798.89,No
6622-WOY,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,75.1,1566.26,No
7767-XRF,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),96.88,4850.61,No
7986-YUM,Female,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.57,792.51,No
4517-ZXT,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,115.67,2284.73,No
4735-AAA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.64,694.17,Yes
9434-BDH,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.74,823.31,Yes
3590-CGO,Male,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,94.67,97.73,Yes
2063-DJV,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),57.35,1473.29,No
5324-EMC,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.79,3556.7,Yes
6342-FPJ,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.12,2173.3,No
1005-GSQ,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,108.57,6619.58,No
8489-HVX,Male,0,No,Yes,44,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.06,1590.4,Yes
9659-IYE,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.63,,No
9195-JBL,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.66,4549.55,No
6966-KES,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.33,301.01,No
9837-LHZ,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.89,985.19,Yes
1117-MKG,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.74,3458.45,No
3551-NNN,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.31,3959.27,Yes
6560-OQU,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.83,1685.17,No
5289-PTB,Male,1,No,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.68,2793.42,No
1846-QWI,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43.15,449.09,Yes
7316-RZP,Male,1,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.32,4263.9,No
7469-SCW,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.08,1457.51,Yes
9915-TFD,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.23,6528.58,Yes
1224-UIK,Female,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,30.42,1713.91,No
5208-VLR,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),40.52,1570.37,No
7283-WOY,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,56.41,1879.87,No
3048-XRF,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),54.47,3214.66,No
7233-YUM,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),57.62,1008.97,No
2828-ZXT,Female,1,Yes,No,56,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,98.0,5461.05,No
2917-AAA,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.83,2899.74,No
5234-BDH,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),68.69,3310.06,No
7988-CGO,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.95,3375.64,Yes
3026-DJV,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),41.58,1129.41,No
4744-EMC,Male,0,No,No,52,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,90.48,4724.92,No
1009-FPJ,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.23,3103.98,Yes
1260-GSQ,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,63.15,2025.77,No
7038-HVX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,99.63,2597.98,Yes
3219-IYE,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.72,1036.0,Yes
8041-JBL,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),107.01,2492.73,Yes
3060-KES,Female,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,74.64,4245.85,Yes
6287-LHZ,Male,1,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,79.47,4118.44,No
2619-MKG,Female,1,Yes,Yes,31,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,106.19,3288.06,No
9512-NNN,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.42,6449.56,No
2342-OQU,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.71,5621.53,No
3832-PTB,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),93.95,3102.23,No
3824-QWI,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.8,138.57,Yes
2994-RZP,Male,1,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),73.26,1319.33,No
4490-SCW,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24.49,1135.46,Yes
8984-TFD,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,27.28,922.39,Yes
2604-UIK,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.61,3547.02,No
1235-VLR,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.25,1259.78,No
2908-WOY,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,35.27,654.34,Yes
9567-XRF,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,98.23,7081.77,No
4530-YUM,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,18.37,578.53,No
6256-ZXT,Male,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.63,2085.21,No
3635-AAA,Male,1,No,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.95,4075.72,No
9162-BDH,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.09,768.77,Yes
3560-CGO,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,96.35,4982.24,No
6415-DJV,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,3419.57,Yes
4391-EMC,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69.44,757.24,No
6951-FPJ,Female,1,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,91.14,6032.27,No
6468-GSQ,Female,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.36,3953.76,Yes
9007-HVX,Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.4,2881.47,Yes
7413-IYE,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,108.48,3569.34,No
7941-JBL,Female,1,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.6,2736.32,Yes
5820-KES,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.96,737.35,Yes
3898-LHZ,Male,0,No,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.61,736.42,No
8546-MKG,Male,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.9,5442.14,No
1077-NNN,Female,1,No,Yes,42,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),21.24,891.31,No
8577-OQU,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),68.92,1318.9,No
5227-PTB,Male,0,Yes,No,19,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,99.08,1878.15,No
1600-QWI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,73.52,4254.18,Yes
2065-RZP,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.35,1034.3,Yes
3136-SCW,Male,1,No,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.26,5282.71,Yes
7943-TFD,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.36,2951.78,No
8804-UIK,Male,0,No,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.92,1073.28,Yes
7565-VLR,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.58,1902.12,Yes
6984-WOY,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.33,1202.67,No
6142-XRF,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.22,5816.34,Yes
5670-YUM,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.41,322.71,Yes
3190-ZXT,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),117.7,2104.77,No
3712-AAA,Female,0,Yes,No,57,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,18.98,1118.14,No
3192-BDH,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,44.73,223.18,Yes
2248-CGO,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.34,1015.53,Yes
5033-DJV,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.66,572.47,No
2997-EMC,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.85,4923.93,No
4687-FPJ,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.94,1122.09,Yes
5018-GSQ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.88,2789.76,Yes
2970-HVX,Female,1,Yes,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.05,163.83,No
9389-IYE,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,62.91,3652.0,No
6765-JBL,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.49,155.11,Yes
2202-KES,Female,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.45,1755.39,No
9135-LHZ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.33,179.5,Yes
6567-MKG,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.96,583.03,Yes
8667-NNN,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,29.77,792.16,Yes
6742-OQU,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.74,1543.49,Yes
6788-PTB,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.68,2072.44,Yes
6408-QWI,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.16,3378.82,Yes
9669-RZP,Male,1,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),33.84,2042.43,Yes
1922-SCW,Male,1,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.18,1447.27,Yes
1419-TFD,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.76,899.06,Yes
3204-UIK,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.38,596.37,No
2120-VLR,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.14,192.2,Yes
1950-WOY,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,99.19,5164.15,No
3336-XRF,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.39,3367.87,No
6373-YUM,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,75.08,3986.67,No
3243-ZXT,Female,1,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,40.96,,No
3645-AAA,Female,0,No,No,15,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),110.52,1651.8,Yes
5612-BDH,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,37.46,290.58,No
2865-CGO,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.14,3919.52,No
7028-DJV,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,115.4,3219.22,Yes
8326-EMC,Male,0,No,No,32,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),91.32,2939.8,No
7371-FPJ,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,118.03,1754.68,Yes
7359-GSQ,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,83.68,5847.21,No
